id,statement,binary_label,subject,speaker
12530.json,"Last year, 244 suspected terrorists walked into gun shops and attempted to purchase a firearm; 223 were able to get the firearm.",True,"congress,crime,government-regulation,guns,homeland-security,public-safety,terrorism",charles-schumer
3105.json,Poll results from the past 35 years show that State of the Union speeches do not move presidential approval numbers.,True,"history,polls,abc-news-week",matthew-dowd
10720.json,Says Marco Rubio voted to deport young people known as Dreamers.,False,"immigration,voting-record",people-american-way
9998.json,The state-hired company that evaluates state-mandated student exams goes on Craigslist to get examiners to read our students essays.,False,education,leticia-van-de-putte
9852.json,Pinnacle Overlook in Southwest Virginia is closer to eight other state capitals than to Richmond.,True,states,tim-kaine
2740.json,Dan Gelber: On the record against scholarships to help our needy children attend Jewish private schools.,False,education,committee-florida-education
3045.json,Saturdays shootings reflect a disturbing trend. Mass shootings have become commonplace since the Virginia Tech massacre in 2007. There have been dozens of incidents where three or more people have been fatally wounded. Hundreds have died.,True,"crime,criminal-justice,guns,pundits,abc-news-week",pierre-thomas
6859.json,Says tax revenues are the lowest they have been since World War II.,True,taxes,kurt-schrader
10104.json,"Says Scott Walker cut funding to local governments in Wisconsin, contributing to the second-largest increase in violent crime in the Midwest.",True,"city-budget,city-government,county-budget,county-government,crime,state-budget",mary-burke
4980.json,"Says that according to one economist, $1 of unemployment benefits boosts the economy by $1.61.",False,"economy,jobs",lloyd-doggett
3370.json,The health care bill has six years of costs against 10 years of tax revenue.,True,"health-care,taxes",ken-cuccinelli
4496.json,"Despite opposition from national Club for Growth, Club for Growth Wisconsin has endorsed him for U.S. Senate.",False,elections,tommy-thompson
13286.json,Says Sen. John McCain has taken more money from Wall Street than any other sitting senator.,True,campaign-finance,ann-kirkpatrick
10697.json,"Just two weeks ago, Congressman Hurd quit his post on the House Committee on Small Business saying that he was unable to find the time to serve.",True,"job-accomplishments,small-business,voting-record",pete-gallego
8820.json,Obamacare passed by just one vote in the Senate. It wouldnt have passed without Mark Warners vote.,True,"health-care,voting-record",ed-gillespie
4254.json,Says Adam Hasners record includes requesting over $92.2 million in earmarks.,True,state-budget,george-lemieux
8442.json,No one beta-tested healthcare.gov.,True,"health-care,pundits,technology",sam-stein
12062.json,"Susie Lee and her husband own 17 homes across the country and use their private jet to take vacations, and invest in companies like Walmart, Halliburton and GEO Group.",True,candidates-biography,culinary-workers-union
4103.json,"Says for the first time in the history of the United States, the government cut taxes during wartime",True,"afghanistan,bush-administration,corrections-and-updates,iraq,taxes",cory-booker
11046.json,A working woman will earn $7.70 on $10.,True,"income,labor,women,workers",tom-toles
9475.json,"Even when all other state agencies took cuts, Gov. [Nathan] Deal increased education spending every year.",False,education,GaGOP
10392.json,"Georgia is now the eighth most populous state in the nation, moving from the number 10 position in just four years.",True,"census,economy",nathan-deal
6867.json,"Says Travis County Sheriff Greg Hamilton has accepted $42,000 from strip-club interests and $10,000 from local alcohol distributors.",True,"campaign-finance,crime,criminal-justice",raymond-frank
13065.json,If upstate New York split from downstate the economic indicators of upstate New York would be among the lowest in the country.,True,"economy,jobs",bob-duffy
12040.json,When New York Gov. Eliot Spitzer wanted to provide drivers licenses to those who are undocumented. (Hillary Clinton) said dont do it.,True,immigration,bernie-s
1002.json,"Cass Sunstein, President Obama's nominee for regulatory czar, ""wants to give legal standing to animals so they can sue you for eating meat.""",True,legal-issues,wayne-lapierre
6522.json,The price of gasoline was at $1.85 a gallon when President Barack Obama took office and has since nearly doubled because of his policies,False,gas-prices,billboard
6171.json,"Just in the past 10 years, college tuition has increased 28 percent.",True,education,albio-sires
3714.json,"Gov. (Scott) Walker has yet to create a job, he gives away millions to his friends, and he raises taxes on working people.",False,"job-accomplishments,jobs,taxes",lena-taylor
6134.json,"70 percent of the people who voted on June 5, 2012, just didnt feel comfortable with the recall of the governor, weakening any idea that Wisconsin is fully behind this Walker agenda.",True,"elections,polls,voting-record",peter-barca
10244.json,"A sign in Dearborn, Mich., for the Advancement of Islamic Agenda for America says, Allah be praised. America we will kill you all and nothing you can do to stop it.",False,"religion,terrorism",facebook-posts
9530.json,Obama regime planned the influx of illegal alien children at the border.,False,"children,immigration",rush-limbaugh
11068.json,"134,000 (criminal) aliens have been released by the (Obama) administration in just the past two years.",True,"crime,immigration",hans-von-spakovsky
4657.json,"Says if you are shot in the city of Newark, you have over an 80 percent chance that youve been arrested before an average of 10 times.",True,"crime,criminal-justice,guns",cory-booker
3265.json,"When it comes to taking cuts in tough budget times, Wisconsin state workers havent had to sacrifice.",False,"labor,state-budget",club-growth
12896.json,Says Donald Trump has been talking about the option of using a nuclear weapon against our Western European allies.,False,nuclear,hillary-clinton
777.json,McCain intervened on behalf of Charles Keating with federal regulators... that allowed Keating to continue his fraud at an incredible cost to taxpayers.,True,candidates-biography,barack-obama
8624.json,"Why would our president close the embassy to the Vatican? Hopefully, it is not retribution for Catholic organizations opposing Obamacare.",False,"foreign-policy,health-care,religion",jeb-bush
3547.json,I have the No. 1 show on NBC.,True,"candidates-biography,pop-culture",donald-trump
12096.json,Says Judge JoAnne Kloppenburg agreed to use a technicality to give a convicted sex offender a new hearing because he didnt understand the charge.,False,criminal-justice,wisconsin-alliance-reform
10043.json,"According to a government supplier of emergency products, the Disaster Assistance Response Team was told to be prepared to be activated in the month of October for an outbreak of Ebola.",False,"ebola,government-efficiency,public-safety",morgan-brittany
3358.json,Thirty-five states have accepted high-speed intercity rail money.,True,"stimulus,transportation",raymond-lahood
10714.json,Says Hillary Clinton completely ignored dozens and dozens of requests for more security for the Benghazi consulate.,True,"candidates-biography,terrorism",rand-paul
11981.json,There is no evidence to support the claim that Guantanamo is used as a recruiting tool for terrorists.,True,terrorism,joe-heck
5501.json,Says Obama has doubled the stock market from where we started when he was sworn into office,False,"bush-administration,economy,jobs,stimulus",gerry-connolly
